,Real Name,Py Name,Subscripts,Units,Limits,Type,Subtype,Comment,Model,Equation,isEquation,Interest
1776,MAXIMUM PERCENTAGE OF EDUCATION LEVEL,maximum_percentage_of_education_level,,DMNL,"(nan, nan)",Constant,External,,,,,False
1777,MAXIMUM PERSONS BY HOUSEHOLD,maximum_persons_by_household,"['REGIONS EU27 I', 'HOUSEHOLDS DEMOGRAPHY I']",people/household,"(nan, nan)",Constant,External,Maximum number of people per household type,,,,False
1778,MAXIMUM PREDICTORS VARIABILITY REGRESSION,maximum_predictors_variability_regression,['BASIC PREDICTORS NGR VARIABILITY I'],DMNL,"(nan, nan)",Constant,External,Maximum value in the range of regression models for the energy variability submodule,,,,False
1779,MAXIMUM RAINFED CROPS SHARES,maximum_rainfed_crops_shares,"['REGIONS 9 I', 'LAND PRODUCTS I']",DMNL,"(nan, nan)",Constant,External,"maximum shares that crops can achieve, not activated.",,,,False
1780,MAXIMUM RECYCLING RATES MINERALS,maximum_recycling_rates_minerals,,Dnml,"(nan, nan)",Constant,External,Maximum assumed recycling rate per mineral.,,,,False
1781,MAXIMUM YIELDS R AND I INDUSTRIAL,maximum_yields_r_and_i_industrial,"['REGIONS 9 I', 'LAND PRODUCTS I']",t/(km2*Year),"(nan, nan)",Constant,External,"maximum yiedls possible in the future for industrial management, irrigated and rainfed mixed",,,,False
1782,MAXIMUM YIELDS RAINFED INDUSTRIAL,maximum_yields_rainfed_industrial,"['REGIONS 9 I', 'LAND PRODUCTS I']",t/(km2*Year),"(nan, nan)",Constant,External,"maximum yiedls possible in the future for industrial management, rainfed",,,,False
1783,MAXIMUN GROWTH GOVERNMENT EXPENDITURE REST,maximun_growth_government_expenditure_rest,['REGIONS 35 I'],DMNL,"(nan, nan)",Auxiliary,Normal,"Maximum growth government expenditure excluding debt interests, investments to replace climate damages and basic income.",,,,False
1784,MEAN DEPTH OF ADJACENT LAYERS,mean_depth_of_adjacent_layers,['LAYERS I'],m,"(nan, nan)","Stateful, Auxiliary","Initial, Normal",The mean depth of adjacent ocean layers.,,,,False
1785,MEAN VARIATION EU HOUSEHOLDS PER 100 PEOPLE,mean_variation_eu_households_per_100_people,"['REGIONS EU27 I', 'HOUSEHOLDS DEMOGRAPHY I']",households/(person*Year),"(nan, nan)",Constant,External,Average annual variations in the ratio of households per 100 people,,,,False
1786,MEAT MONOGASTRIC CHICKENS DISTRIBUTION,meat_monogastric_chickens_distribution,,DMNL,"(nan, nan)",Constant,External,"SHARE PRODUCTION ANIMALS (share of production that corresponds to an specific type of animal) Excel file: ""Animals_number_prodcution_WORLD_clean""",,,,False
1787,MEAT MONOGASTRIC SWINE DISTRIBUTION,meat_monogastric_swine_distribution,,DMNL,"(nan, nan)",Constant,External,"SHARE PRODUCTION ANIMALS (share of production that corresponds to an specific type of animal) Excel file: ""Animals_number_prodcution_WORLD_clean""",,,,False
1788,MEAT RUMINANT BUFFALO DISTRIBUTION,meat_ruminant_buffalo_distribution,,DMNL,"(nan, nan)",Constant,External,"SHARE PRODUCTION ANIMALS (share of production that corresponds to an specific type of animal) Excel file: ""Animals_number_prodcution_WORLD_clean""",,,,False
1789,MEAT RUMINANT CATTLE DISTRIBUTION,meat_ruminant_cattle_distribution,,DMNL,"(nan, nan)",Constant,External,"SHARE PRODUCTION ANIMALS (share of production that corresponds to an specific type of animal) Excel file: ""Animals_number_prodcution_WORLD_clean""",,,,False
1790,MEAT RUMINANT GOAT DISTRIBUTION,meat_ruminant_goat_distribution,,DMNL,"(nan, nan)",Constant,External,"SHARE PRODUCTION ANIMALS (share of production that corresponds to an specific type of animal) Excel file: ""Animals_number_prodcution_WORLD_clean""",,,,False
1791,MEAT RUMINANT SHEEP DISTRIBUTION,meat_ruminant_sheep_distribution,,DMNL,"(nan, nan)",Constant,External,"SHARE PRODUCTION ANIMALS (share of production that corresponds to an specific type of animal) Excel file: ""Animals_number_prodcution_WORLD_clean""",,,,False
1792,METHANE CONVERSION FACTOR BY SYSTEM,methane_conversion_factor_by_system,"['REGIONS 9 I', 'MANURE MANAGEMENT SYSTEM I']",DMNL,"(nan, nan)",Constant,External,"methane conversion factors for each manure management system S by WILIAM region. From IPCC 2006 Chapter livestock, adapted to WILIAM regions",,,,False
1793,MGIS tipping point in simulation period,mgis_tipping_point_in_simulation_period,,DMNL,"(nan, nan)",Auxiliary,Normal,Warning: has MGIS tipping point being triggered during the simulation time?,,,,False
1794,MILEAGE VEHICLES,mileage_vehicles,"['TRANSPORT POWER TRAIN I', 'TRANSPORT MODE I']",km,"(nan, nan)",Constant,External,,,,,False
1795,MIN HISTORICAL MORTALITY RATE,min_historical_mortality_rate,,people/(Year*kpeople),"(nan, nan)",Constant,External,Minimum historical mortality rate to constraint the modelling of deaths.,,,,False
1796,MIN SPARE CAP GAS,min_spare_cap_gas,,DMNL,"(nan, nan)",Constant,External,"Min spare capacity, if spare cap falls below this capacity maximum investement in gas extraction capacity is triggered.",,,,False
1797,MIN VARIATION EU HOUSEHOLDS PER 100 PEOPLE,min_variation_eu_households_per_100_people,"['REGIONS EU27 I', 'HOUSEHOLDS DEMOGRAPHY I']",households/(person*Year),"(nan, nan)",Constant,External,Minimum annual variations in the ratio of households per 100 people,,,,False
1798,MINERAL AEROSOLS AND LAND RF,mineral_aerosols_and_land_rf,,w/(m*m),"(-1.0, 1.0)",Constant,External,"Qaermn (minerals), Qland. Updated to reflect AR5. (-0.3)",,,,False
1799,MINIMUM ENERGY EFFICIENCY VERSUS INITIAL,minimum_energy_efficiency_versus_initial,"['REGIONS 35 I', 'SECTORS NON ENERGY I', 'NRG FE I']",TJ/million$,"(nan, nan)",Constant,Normal,"Minimum value that the energy efficiency for each economic sector could reach, obviously always above zero. This minimum value is very difficult to estimate, but based on historical values it has been considered that it can reach 30% of the value of 2009. (Capellán-Pérez et al., 2014)",,,,False
1800,MINIMUM GAS PRICE FOR INVESTMENT,minimum_gas_price_for_investment,,$/million Btu,"(nan, nan)",Constant,External,"ssumption made by the Authors of this model. The underlying idea of this assumption is that even when there is a high demand and price increase for Gas, there is a limitation to which extant the demand and price translates into infrastructure investment due to capacity limitations. No investment in gas infrastructe under a gas price of 3.5 $/ million Btu Based on the work for the Oil model: Source the Authors based their assumption on: Used a liniar function that describes the relation of the oil price to wells drilled in that year. Based on Historical Oil prices and drilling activities. adapted to fit the gas model. The Aussumption is that minimal price of gas is nessesary to invest into gas extraction capacity. If the price is above the minimum price than investment is done in gas extraction capacity. The higher the price the higher the investment in extraction capacity, what follow is a higher extraction capacity. https://www.rystadenergy.com/newsevents/news/newsletters/OfsArchive/ofs-november-2018 / https://www.drillingcontractor.org/670000-wells-to-be-drilled-through-2020-28709 https://www.rystadenergy.com/energy-themes/supply-chain/wells/well-cube/ https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?n=pet&s=rwtc&f=a",,,,False
1801,MINIMUM HOUSEHOLDS INTEREST RATE,minimum_households_interest_rate,,DMNL/Year,"(nan, nan)",Constant,External,Minimum interest ratio that households will have on both their assets and their liabilities.,,,,False
1802,MINIMUM LAND USES BY REGION,minimum_land_uses_by_region,"['REGIONS 9 I', 'LANDS I']",km2,"(nan, nan)",Constant,External,Minimum limit of land use for each region,,,,False
1803,MINIMUM OIL PRICE FOR INVESTMENT,minimum_oil_price_for_investment,,$/bbl,"(nan, nan)",Constant,External,The minimum oil price for investment in 26 $/bbl and is based on the supply cost curve for oil from different grades according to the source: https://www.ajot.com/news/article/rystad-energy-ranks-the-cheapest-sources-of-supply- in-the-oil-industry Original source: Rystad Energy Ucube The choosen minimum reflects the breakeven point for extracting and producing the easiest accesible oil sources.,,,,False
1804,MINIMUM PERCENTAGE OF HIGH EDUCATION LEVEL,minimum_percentage_of_high_education_level,,DMNL,"(nan, nan)",Constant,External,,,,,False
1805,MINIMUM PERCENTAGE OF MEDIUM EDUCATION LEVEL,minimum_percentage_of_medium_education_level,,DMNL,"(nan, nan)",Constant,External,,,,,False
1806,MINIMUM PERSONS BY HOUSEHOLD,minimum_persons_by_household,"['REGIONS EU27 I', 'HOUSEHOLDS DEMOGRAPHY I']",person/households,"(nan, nan)",Constant,External,"Number of people by household type in 2015. Exceptions (lack of data): Germany (data from 2014), Netherlands (same data than Belgium), Sweden (same data than Finland). Source: microdata of Eurostats.",,,,False
1807,MINIMUM PREDICTORS VARIABILITY REGRESSION,minimum_predictors_variability_regression,['BASIC PREDICTORS NGR VARIABILITY I'],DMNL,"(nan, nan)",Constant,External,Minimum value in the range of regression models for the energy variability submodule,,,,False
1808,MINIMUM PROFLEX CAPACITY EXPANSION SP,minimum_proflex_capacity_expansion_sp,,TW/Year,"(nan, nan)",Constant,External,Minimum potential of new expansion capacity for flexibility options,,,,False
1809,MIXED DEPTH,mixed_depth,,m,"(nan, nan)",Constant,External,Mixed ocean layer depth.,,,,False
1810,MIXING TIME,mixing_time,,Year,"(0.25, 10.0)",Constant,External,Atmosphere - mixed ocean layer mixing time.,,,,False
1811,MJ per EJ units,mj_per_ej_units,,MJ/EJ,"(nan, nan)",Constant,Normal,Units for unit conversion.,,,,False
1812,MP RF TOTAL,mp_rf_total,,w/(m*m),"(nan, nan)",Data,External,"Radiative forcing due to Montreal Protocol gases, based on the concentration of each gas multiplied by its radiative forcing coefficient. CROADS. JS Daniel, GJM Velders et al. (2007) Scientific Assessment of Ozone Depletion: 2006. Chapter 8. Halocarbon Scenarios, Ozone Depletion Potentials, and Global Warming Potentials. Table 8-5. Mixing ratios (ppt) of the ODSs considered in scenario A1.",,,,False
1813,MW 1 YEAR TO MJ,mw_1_year_to_mj,,MJ/(Year*MW),"(nan, nan)",Constant,External,Conversion factor MW in 1 year to MJ.,,,,False
1814,MW per TW units,mw_per_tw_units,,MW/TW,"(nan, nan)",Constant,Normal,Units for unit conversion.,,,,False
1815,Materials extracted for PROSUP,materials_extracted_for_prosup,"['REGIONS 9 I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,Annual materials to be mined for PROSUP.,,,,False
1816,Materials extracted for PROSUP from 2015,materials_extracted_for_prosup_from_2015,"['REGIONS 9 I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,Annual materials to be mined for PROSUP from 2015.,,,,False
1817,Materials extracted for PROTRA,materials_extracted_for_protra,"['REGIONS 9 I', 'NRG PROTRA I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,Annual materials to be mined for the construction and O&M by PROTRA technology..,,,,False
1818,Materials extracted for PROTRA from 2015,materials_extracted_for_protra_from_2015,"['REGIONS 9 I', 'NRG PROTRA I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,Annual materials to be mined for the installation and O&M by PROTRA technology from 2015.,,,,False
1819,Materials required for OM PROTRA,materials_required_for_om_protra,"['REGIONS 9 I', 'NRG PROTRA I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,Annual materials required for the operation and maintenance of the capacity of PROTRA in operation by technology.,,,,False
1820,Max recycling rates minerals base metals,max_recycling_rates_minerals_base_metals,,DMNL,"(nan, nan)",Constant,External,Maximum assumed recycling rate per mineral,,,,False
1821,Mdollars per Mdollars 2015,mdollars_per_mdollars_2015,,Mdollars/Mdollars 2015,"(nan, nan)",Constant,Normal,Units for unit conversion.,,,,False
1822,Mining rate drive,mining_rate_drive,,1/Years,"(nan, nan)",Auxiliary,Normal,The function that pushes for more extraction as profits rise. The drive from desire of more profits (Greed?),,,,False
1823,Mm3 per m3 units,mm3_per_m3_units,,Mm3/m3,"(nan, nan)",Constant,Normal,Units for unit conversion.,,,,False
1824,Mn ENERGY REQUIRED PER ORE GRADE,mn_energy_required_per_ore_grade,['Mn ORE GRADES I'],MJ/kg,"(nan, nan)",Constant,Normal,"This is the energy and water used associated with the materials consumed to extract this specific resource grade, expressed in MJ/kg product and m3/ton. The actual values are taken from an internal LOCOMOTION report that have extracted the available values from literature and extrapolations. Source: Harald Sverdrup and Anna Hulda Olafsdottir 2021. Assessing with the WORLD7 model the global CO2 emissions and water use by metals, materials and fossil fuels extraction and production. LOCOMOTION working paper. 52 pages.",,,,False
1825,Mn IN Al,mn_in_al,,DMNL,"(nan, nan)",Constant,Normal,"Derived from literature as explained in Sverdrup, H., and Olafsdottir, A.H., 2019., Assessing the Longâ€Term Global Sustainability of the Production and Supply for Stainless Steel. Biophysical Economics and Resource Quality 1-26. https://doi.org/10.1007/s41247-019-0056-9 Open access publication.",,,,False
1826,Mo CONTENT IN Ni,mo_content_in_ni,,DMNL,"(nan, nan)",Constant,Normal,"Sverdrup, H., Olofsdottir, A.H., Ragnarsdottir, K.V., Koca, D., 2018. A system dynamics assessment of the supply of molybdenum and rhenium used for superalloys and specialty steels, using the WORLD6 model. Biophysical Economics and Resource Quality 4: 1-52 (DOI: 10.1007/s41247-018-0040-9)",,,,False
1827,Mo MINING COEFFICIENT,mo_mining_coefficient,,DMNL,"(nan, nan)",Constant,Normal,"The average modern extraction rate as the ratio between amount extracted and the konown reserve in 2005. The adjusted with feedbacks. Sverdrup, H., Olofsdottir, A.H., Ragnarsdottir, K.V., Koca, D., 2018. A system dynamics assessment of the supply of molybdenum and rhenium used for superalloys and specialty steels, using the WORLD6 model. Biophysical Economics and Resource Quality 4: 1-52 (DOI: 10.1007/s41247-018-0040-9)",,,,False
1828,Mo YIELD IN Cu,mo_yield_in_cu,,DMNL,"(nan, nan)",Constant,Normal,"Sverdrup, H., Olofsdottir, A.H., Ragnarsdottir, K.V., Koca, D., 2018. A system dynamics assessment of the supply of molybdenum and rhenium used for superalloys and specialty steels, using the WORLD6 model. Biophysical Economics and Resource Quality 4: 1-52 (DOI: 10.1007/s41247-018-0040-9)",,,,False
1829,Mo retention time,mo_retention_time,,Years,"(nan, nan)",Constant,Normal,"Retention time of Mo i alloys. This has been set to 30 years, based on the assumption that it goes into high quality specialty steels that tend to saty long in use. Typical uses are machinery, quality tools, technological infra structure. Mo is not very much used in short term consumer goods. Sverdrup, H., Olofsdottir, A.H., Ragnarsdottir, K.V., Koca, D., 2018. A system dynamics assessment of the supply of molybdenum and rhenium used for superalloys and specialty steels, using the WORLD6 model. Biophysical Economics and Resource Quality 4: 1-52 (DOI: 10.1007/s41247-018-0040-9)",,,,False
1830,Mt per Bt units,mt_per_bt_units,,Mt/Bt,"(nan, nan)",Constant,Normal,,,,,False
